,inter1,inter2,node,x_loc,y_loc
0,1ST ST,BUSH ST,1ST ST | BUSH ST | ,37.791053,-122.399187
164,4TH AVE,CORNWALL ST,"4TH AVE | CORNWALL ST | 4TH AVE, CALIFORNIA ST,4TH AVE, CLEMENT ST,CORNWALL ST, 3RD AVE,CORNWALL ST, 5TH AVE",37.784911,-122.462417
165,4TH AVE,CLEMENT ST,"4TH AVE | CLEMENT ST | 4TH AVE, CORNWALL ST,4TH AVE, GEARY BLVD,CLEMENT ST, 3RD AVE,CLEMENT ST, 5TH AVE",37.783051,-122.462280
166,4TH AVE,GEARY BLVD,"4TH AVE | GEARY BLVD | 4TH AVE, CLEMENT ST,4TH AVE, ANZA ST,GEARY BLVD, 3RD AVE,GEARY BLVD, 5TH AVE",37.781055,-122.462136
167,4TH AVE,ANZA ST,"4TH AVE | ANZA ST | 4TH AVE, GEARY BLVD,4TH AVE, BALBOA ST,ANZA ST, 3RD AVE,ANZA ST, 5TH AVE",37.779193,-122.462002
168,4TH AVE,BALBOA ST,"4TH AVE | BALBOA ST | 4TH AVE, ANZA ST,4TH AVE, CABRILLO ST,BALBOA ST, 3RD AVE,BALBOA ST, 5TH AVE",37.777322,-122.461846
169,4TH AVE,CABRILLO ST,"4TH AVE | CABRILLO ST | 4TH AVE, BALBOA ST,4TH AVE, FULTON ST,CABRILLO ST, 3RD AVE,CABRILLO ST, 5TH AVE",37.775466,-122.461741
170,4TH AVE,FULTON ST,"4TH AVE | FULTON ST | 4TH AVE, CABRILLO ST,4TH AVE, LINCOLN WAY,FULTON ST, 3RD AVE,FULTON ST, 5TH AVE",37.773863,-122.461605
171,4TH AVE,LINCOLN WAY,"4TH AVE | LINCOLN WAY | 4TH AVE, FULTON ST,4TH AVE, HUGO ST,LINCOLN WAY, 3RD AVE,LINCOLN WAY, 3RD AVE",37.766209,-122.461097
172,4TH AVE,HUGO ST,"4TH AVE | HUGO ST | 4TH AVE, LINCOLN WAY,4TH AVE, IRVING ST,HUGO ST, 3RD AVE,HUGO ST, 5TH AVE",37.765215,-122.461029
173,4TH AVE,IRVING ST,"4TH AVE | IRVING ST | 4TH AVE, HUGO ST,4TH AVE, PARNASSUS AVE,IRVING ST, 3RD AVE,IRVING ST, 5TH AVE",37.764278,-122.460962
174,4TH AVE,PARNASSUS AVE,"4TH AVE | PARNASSUS AVE | 4TH AVE, IRVING ST,PARNASSUS AVE, 3RD AVE,PARNASSUS AVE, 5TH AVE",37.762653,-122.460849
175,4TH ST,ELLIS ST,"4TH ST | ELLIS ST | 4TH ST, STEVENSON ST,ELLIS ST, POWELL ST",37.785716,-122.405912
176,4TH ST,STEVENSON ST,"4TH ST | STEVENSON ST | 4TH ST, ELLIS ST,4TH ST, JESSIE ST,STEVENSON ST, END,STEVENSON ST, 5TH ST",37.785283,-122.405237
177,4TH ST,JESSIE ST,"4TH ST | JESSIE ST | 4TH ST, STEVENSON ST,4TH ST, MISSION ST,JESSIE ST, 5TH ST,JESSIE ST, JESSIE EAST ST",37.784946,-122.404811
178,4TH ST,MISSION ST,"4TH ST | MISSION ST | 4TH ST, JESSIE ST,4TH ST, MINNA ST,MISSION ST, 3RD ST,MISSION ST, YERBA BUENA LN",37.784516,-122.404294
179,4TH ST,MINNA ST,"4TH ST | MINNA ST | 4TH ST, MISSION ST,4TH ST, HOWARD ST,MINNA ST, 3RD ST,MINNA ST, 5TH ST",37.784080,-122.403748
180,4TH ST,HOWARD ST,"4TH ST | HOWARD ST | 4TH ST, MINNA ST,4TH ST, CLEMENTINA ST,HOWARD ST, 3RD ST,HOWARD ST, 5TH ST",37.783268,-122.402736
181,4TH ST,CLEMENTINA ST,"4TH ST | CLEMENTINA ST | 4TH ST, HOWARD ST,4TH ST, FOLSOM ST,CLEMENTINA ST, 3RD ST,CLEMENTINA ST, GALLAGHER LN",37.782482,-122.401713
182,4TH ST,FOLSOM ST,"4TH ST | FOLSOM ST | 4TH ST, CLEMENTINA ST,4TH ST, SHIPLEY ST,FOLSOM ST, MABINI ST,FOLSOM ST, 5TH ST",37.782045,-122.401190
183,4TH ST,SHIPLEY ST,"4TH ST | SHIPLEY ST | 4TH ST, FOLSOM ST,4TH ST, CLARA ST,SHIPLEY ST, 5TH ST",37.781601,-122.400637
184,4TH ST,CLARA ST,"4TH ST | CLARA ST | 4TH ST, SHIPLEY ST,4TH ST, HARRISON ST,CLARA ST, HULBERT ALY",37.781232,-122.400169
186,4TH ST,PERRY ST,"4TH ST | PERRY ST | 4TH ST, HARRISON ST,4TH ST, STILLMAN ST,PERRY ST, 3RD ST,PERRY ST, 5TH ST",37.780397,-122.399120
187,4TH ST,STILLMAN ST,"4TH ST | STILLMAN ST | 4TH ST, PERRY ST,4TH ST, BRYANT ST,STILLMAN ST, 3RD ST,STILLMAN ST, 2ND ST",37.780018,-122.398635
189,4TH ST,WELSH ST,"4TH ST | WELSH ST | 4TH ST, BRYANT ST,4TH ST, FREELON ST,WELSH ST, ZOE ST,WELSH ST, END",37.779161,-122.397556
190,4TH ST,FREELON ST,"4TH ST | FREELON ST | 4TH ST, WELSH ST,4TH ST, BRANNAN ST,FREELON ST, ZOE ST,FREELON ST, END",37.778777,-122.397071
191,4TH ST,BRANNAN ST,"4TH ST | BRANNAN ST | 4TH ST, FREELON ST,4TH ST, BLUXOME ST,BRANNAN ST, ZOE ST,BRANNAN ST, 5TH ST",37.778341,-122.396552
192,4TH ST,BLUXOME ST,"4TH ST | BLUXOME ST | 4TH ST, BRANNAN ST,4TH ST, TOWNSEND ST,BLUXOME ST, 5TH ST",37.777732,-122.395790
193,4TH ST,TOWNSEND ST,"4TH ST | TOWNSEND ST | 4TH ST, BLUXOME ST,4TH ST, KING ST,TOWNSEND ST, LUSK ST,TOWNSEND ST, 5TH ST",37.777114,-122.394984
194,4TH ST,KING ST,"4TH ST | KING ST | 4TH ST, TOWNSEND ST,4TH ST, BERRY ST,KING ST, 3RD ST,KING ST, 5TH ST",37.776494,-122.394059
195,4TH ST,BERRY ST,"4TH ST | BERRY ST | 4TH ST, KING ST,4TH ST, CHANNEL ST,BERRY ST, 3RD ST,BERRY ST, 5TH ST",37.775739,-122.393415
196,4TH ST,CHANNEL ST,"4TH ST | CHANNEL ST | 4TH ST, BERRY ST,4TH ST, END,CHANNEL ST, 3RD ST,CHANNEL ST, END",37.774530,-122.391599
199,4TH ST,LONG BRIDGE ST,"4TH ST | LONG BRIDGE ST | 4TH ST, CHANNEL,4TH ST, MISSION ROCK ST,LONG BRIDGE ST, EL DORADO ST",37.773643,-122.391526
200,4TH ST,MISSION ROCK ST,"4TH ST | MISSION ROCK ST | 4TH ST, LONG BRIDGE ST,4TH ST, CHINA BASIN ST,MISSION ROCK ST, 3RD ST",37.772833,-122.391434
201,4TH ST,CHINA BASIN ST,"4TH ST | CHINA BASIN ST | 4TH ST, MISSION ROCK ST,4TH ST, MISSION BAY BLVD,CHINA BASIN ST, 3RD ST,CHINA BASIN ST, MERRIMAC ST",37.771914,-122.391347
204,4TH ST,NELSON RISING LN,"4TH ST | NELSON RISING LN | 4TH ST, MISSION BAY BLVD,4TH ST, GENE FRIEND WAY,NELSON RISING LN, 3RD ST,NELSON RISING LN, FIFTH ST",37.769676,-122.391109
205,4TH ST,GENE FRIEND WAY,"4TH ST | GENE FRIEND WAY | 4TH ST, NELSON RISING LN,4TH ST, CAMPUS WAY,GENE FRIEND WAY, END,GENE FRIEND WAY, FIFTH ST",37.768657,-122.390999
207,4TH ST,16TH ST,"4TH ST | 16TH ST | 4TH ST, CAMPUS WAY,4TH ST, MARIPOSA ST,16TH ST, 3RD ST,16TH ST, OWENS ST",37.766784,-122.390847
208,4TH ST,MARIPOSA ST,"4TH ST | MARIPOSA ST | 4TH ST, 16TH ST,MARIPOSA ST, TENNESSEE ST,MARIPOSA ST, INDIANA ST",37.764222,-122.390882
217,5TH AVE,LAKE ST,"5TH AVE | LAKE ST | 5TH AVE, END,5TH AVE, CALIFORNIA ST,LAKE ST, 4TH AVE,LAKE ST, 6TH AVE",37.786727,-122.463636
218,5TH AVE,CALIFORNIA ST,"5TH AVE | CALIFORNIA ST | 5TH AVE, LAKE ST,5TH AVE, CORNWALL ST,CALIFORNIA ST, 4TH AVE,CALIFORNIA ST, 6TH AVE",37.785132,-122.463506
219,5TH AVE,CORNWALL ST,"5TH AVE | CORNWALL ST | 5TH AVE, CALIFORNIA ST,5TH AVE, CLEMENT ST,CORNWALL ST, 4TH AVE,CORNWALL ST, 6TH AVE",37.784864,-122.463496
220,5TH AVE,CLEMENT ST,"5TH AVE | CLEMENT ST | 5TH AVE, CORNWALL ST,5TH AVE, GEARY BLVD,CLEMENT ST, 4TH AVE,CLEMENT ST, 6TH AVE",37.782997,-122.463355
221,5TH AVE,GEARY BLVD,"5TH AVE | GEARY BLVD | 5TH AVE, CLEMENT ST,5TH AVE, ANZA ST,GEARY BLVD, 4TH AVE,GEARY BLVD, 6TH AVE",37.781140,-122.463220
222,5TH AVE,ANZA ST,"5TH AVE | ANZA ST | 5TH AVE, GEARY BLVD,5TH AVE, BALBOA ST,ANZA ST, 4TH AVE,ANZA ST, 6TH AVE",37.779144,-122.463076
223,5TH AVE,BALBOA ST,"5TH AVE | BALBOA ST | 5TH AVE, ANZA ST,5TH AVE, CABRILLO ST,BALBOA ST, 4TH AVE,BALBOA ST, 6TH AVE",37.777278,-122.462944
224,5TH AVE,CABRILLO ST,"5TH AVE | CABRILLO ST | 5TH AVE, BALBOA ST,5TH AVE, FULTON ST,CABRILLO ST, 4TH AVE,CABRILLO ST, 6TH AVE",37.775415,-122.462808
225,5TH AVE,FULTON ST,"5TH AVE | FULTON ST | 5TH AVE, CABRILLO ST,5TH AVE, LINCOLN WAY,FULTON ST, 4TH AVE,FULTON ST, 6TH AVE",37.773722,-122.462681
226,5TH AVE,LINCOLN WAY,"5TH AVE | LINCOLN WAY | 5TH AVE, FULTON ST,5TH AVE, HUGO ST,LINCOLN WAY, 3RD AVE,LINCOLN WAY, 6TH AVE",37.766092,-122.462169
227,5TH AVE,HUGO ST,"5TH AVE | HUGO ST | 5TH AVE, LINCOLN WAY,5TH AVE, IRVING ST,HUGO ST, 4TH AVE,HUGO ST, 6TH AVE",37.765168,-122.462097
228,5TH AVE,IRVING ST,"5TH AVE | IRVING ST | 5TH AVE, HUGO ST,5TH AVE, JUDAH ST,IRVING ST, 4TH AVE,IRVING ST, 6TH AVE",37.764233,-122.462027
229,5TH AVE,JUDAH ST,"5TH AVE | JUDAH ST | 5TH AVE, IRVING ST,5TH AVE, KIRKHAM ST,JUDAH ST, 6TH AVE",37.762358,-122.461906
230,5TH AVE,KIRKHAM ST,"5TH AVE | KIRKHAM ST | 5TH AVE, JUDAH ST,5TH AVE, END,KIRKHAM ST, KORET WAY,KIRKHAM ST, 6TH AVE",37.760506,-122.461772
232,5TH ST,CYRIL MAGNIN ST,"5TH ST | CYRIL MAGNIN ST | 5TH ST, STEVENSON ST,CYRIL MAGNIN ST, EDDY ST",37.784008,-122.408092
233,5TH ST,STEVENSON ST,"5TH ST | STEVENSON ST | 5TH ST, CYRIL MAGNIN ST,5TH ST, MINT PLZ,STEVENSON ST, 4TH ST,STEVENSON ST, 6TH ST",37.783525,-122.407494
235,5TH ST,JESSIE ST,"5TH ST | JESSIE ST | 5TH ST, MINT PLZ,5TH ST, MISSION ST,JESSIE ST, JESSIE WEST ST,JESSIE ST, 4TH ST",37.783175,-122.407047
236,5TH ST,MISSION ST,"5TH ST | MISSION ST | 5TH ST, JESSIE ST,5TH ST, MINNA ST,MISSION ST, JESSIE WEST ST,MISSION ST, MINT ST",37.782732,-122.406492
237,5TH ST,MINNA ST,"5TH ST | MINNA ST | 5TH ST, MISSION ST,5TH ST, NATOMA ST,MINNA ST, 4TH ST,MINNA ST, MARY ST",37.782314,-122.405963
238,5TH ST,NATOMA ST,"5TH ST | NATOMA ST | 5TH ST, MINNA ST,5TH ST, HOWARD ST,NATOMA ST, END,NATOMA ST, MARY ST",37.781940,-122.405490
239,5TH ST,HOWARD ST,"5TH ST | HOWARD ST | 5TH ST, NATOMA ST,5TH ST, TEHAMA ST,HOWARD ST, 4TH ST,HOWARD ST, MARY ST",37.781516,-122.404955
240,5TH ST,TEHAMA ST,"5TH ST | TEHAMA ST | 5TH ST, HOWARD ST,5TH ST, CLEMENTINA ST,TEHAMA ST, GALLAGHER LN,TEHAMA ST, 6TH ST",37.781094,-122.404426
241,5TH ST,CLEMENTINA ST,"5TH ST | CLEMENTINA ST | 5TH ST, TEHAMA ST,5TH ST, FOLSOM ST,CLEMENTINA ST, GALLAGHER LN,CLEMENTINA ST, 6TH ST",37.780716,-122.403953
242,5TH ST,FOLSOM ST,"5TH ST | FOLSOM ST | 5TH ST, CLEMENTINA ST,5TH ST, SHIPLEY ST,FOLSOM ST, 4TH ST,FOLSOM ST, FALMOUTH ST",37.780284,-122.403416
243,5TH ST,SHIPLEY ST,"5TH ST | SHIPLEY ST | 5TH ST, FOLSOM ST,5TH ST, JENNIFER PL,SHIPLEY ST, 4TH ST,SHIPLEY ST, FALMOUTH ST",37.779843,-122.402861
244,5TH ST,JENNIFER PL,"5TH ST | JENNIFER PL | 5TH ST, SHIPLEY ST,5TH ST, SCOTT ALY,JENNIFER PL, END",37.779747,-122.402743
245,5TH ST,SCOTT ALY,"5TH ST | SCOTT ALY | 5TH ST, JENNIFER PL,5TH ST, CLARA ST,SCOTT ALY, END",37.779596,-122.402550
246,5TH ST,CLARA ST,"5TH ST | CLARA ST | 5TH ST, SCOTT ALY,5TH ST, HARRISON ST,CLARA ST, HULBERT ALY,CLARA ST, 6TH ST",37.779476,-122.402396
247,5TH ST,HARRISON ST,"5TH ST | HARRISON ST | 5TH ST, CLARA ST,5TH ST, PERRY ST,HARRISON ST, 4TH ST,HARRISON ST, MERLIN ST",37.779049,-122.401862
249,5TH ST,BRYANT ST,"5TH ST | BRYANT ST | 5TH ST, PERRY ST,5TH ST, WELSH ST,BRYANT ST, 4TH ST,BRYANT ST, OAK GROVE ST",37.777819,-122.400313
250,5TH ST,WELSH ST,"5TH ST | WELSH ST | 5TH ST, BRYANT ST,5TH ST, BRANNAN ST,WELSH ST, END",37.777388,-122.399782
251,5TH ST,BRANNAN ST,"5TH ST | BRANNAN ST | 5TH ST, WELSH ST,5TH ST, BLUXOME ST,BRANNAN ST, 4TH ST,BRANNAN ST, 6TH ST",37.776554,-122.398731
252,5TH ST,BLUXOME ST,"5TH ST | BLUXOME ST | 5TH ST, BRANNAN ST,5TH ST, TOWNSEND ST,BLUXOME ST, 4TH ST,BLUXOME ST, 6TH ST",37.775981,-122.398010
253,5TH ST,TOWNSEND ST,"5TH ST | TOWNSEND ST | 5TH ST, BLUXOME ST,5TH ST, I-280 N OFF RAMP,TOWNSEND ST, 4TH ST,TOWNSEND ST, 6TH ST",37.775355,-122.397233
255,5TH ST,BERRY ST,"5TH ST | BERRY ST | 5TH ST, I-280 N OFF RAMP,BERRY ST, 4TH ST,BERRY ST, 6TH ST",37.774038,-122.395586
261,6TH AVE,LAKE ST,"6TH AVE | LAKE ST | 6TH AVE, END,6TH AVE, CALIFORNIA ST,LAKE ST, 5TH AVE,LAKE ST, 7TH AVE",37.786678,-122.464700
262,6TH AVE,CALIFORNIA ST,"6TH AVE | CALIFORNIA ST | 6TH AVE, LAKE ST,6TH AVE, CORNWALL ST,CALIFORNIA ST, 5TH AVE,CALIFORNIA ST, 7TH AVE",37.784993,-122.464574
263,6TH AVE,CORNWALL ST,"6TH AVE | CORNWALL ST | 6TH AVE, CALIFORNIA ST,6TH AVE, CLEMENT ST,CORNWALL ST, 5TH AVE,CORNWALL ST, 7TH AVE",37.784798,-122.464569
264,6TH AVE,CLEMENT ST,"6TH AVE | CLEMENT ST | 6TH AVE, CORNWALL ST,6TH AVE, GEARY BLVD,CLEMENT ST, 5TH AVE,CLEMENT ST, 7TH AVE",37.782952,-122.464428
265,6TH AVE,GEARY BLVD,"6TH AVE | GEARY BLVD | 6TH AVE, CLEMENT ST,6TH AVE, ANZA ST,GEARY BLVD, 5TH AVE,GEARY BLVD, 7TH AVE",37.781093,-122.464288
266,6TH AVE,ANZA ST,"6TH AVE | ANZA ST | 6TH AVE, GEARY BLVD,6TH AVE, BALBOA ST,ANZA ST, 5TH AVE,ANZA ST, 7TH AVE",37.779093,-122.464147
267,6TH AVE,BALBOA ST,"6TH AVE | BALBOA ST | 6TH AVE, ANZA ST,6TH AVE, CABRILLO ST,BALBOA ST, 5TH AVE,BALBOA ST, 7TH AVE",37.777228,-122.464013
268,6TH AVE,CABRILLO ST,"6TH AVE | CABRILLO ST | 6TH AVE, BALBOA ST,6TH AVE, FULTON ST,CABRILLO ST, 5TH AVE,CABRILLO ST, 7TH AVE",37.775357,-122.463879
269,6TH AVE,FULTON ST,"6TH AVE | FULTON ST | 6TH AVE, CABRILLO ST,6TH AVE, LINCOLN WAY,FULTON ST, 5TH AVE,FULTON ST, 7TH AVE",37.773592,-122.463751
270,6TH AVE,LINCOLN WAY,"6TH AVE | LINCOLN WAY | 6TH AVE, FULTON ST,6TH AVE, HUGO ST,LINCOLN WAY, 5TH AVE,LINCOLN WAY, 7TH AVE",37.766124,-122.463246
271,6TH AVE,HUGO ST,"6TH AVE | HUGO ST | 6TH AVE, LINCOLN WAY,6TH AVE, IRVING ST,HUGO ST, 5TH AVE,HUGO ST, 7TH AVE",37.765122,-122.463168
272,6TH AVE,IRVING ST,"6TH AVE | IRVING ST | 6TH AVE, HUGO ST,6TH AVE, JUDAH ST,IRVING ST, 5TH AVE,IRVING ST, 7TH AVE",37.764193,-122.463099
273,6TH AVE,JUDAH ST,"6TH AVE | JUDAH ST | 6TH AVE, IRVING ST,6TH AVE, KIRKHAM ST,JUDAH ST, 5TH AVE,JUDAH ST, 7TH AVE",37.762316,-122.462972
274,6TH AVE,KIRKHAM ST,"6TH AVE | KIRKHAM ST | 6TH AVE, JUDAH ST,6TH AVE, LOCKSLEY AVE,KIRKHAM ST, 5TH AVE,KIRKHAM ST, 7TH AVE",37.760461,-122.462848
275,6TH AVE,LOCKSLEY AVE,"6TH AVE | LOCKSLEY AVE | 6TH AVE, KIRKHAM ST,LOCKSLEY AVE, WARREN DR",37.759664,-122.462978
276,6TH ST,GOLDEN GATE AVE,"6TH ST | GOLDEN GATE AVE | 6TH ST, STEVENSON ST,GOLDEN GATE AVE, JONES ST",37.782211,-122.410355
277,6TH ST,STEVENSON ST,"6TH ST | STEVENSON ST | 6TH ST, GOLDEN GATE AVE,6TH ST, JESSIE ST,STEVENSON ST, 5TH ST,STEVENSON ST, 7TH ST",37.781774,-122.409727
278,6TH ST,JESSIE ST,"6TH ST | JESSIE ST | 6TH ST, STEVENSON ST,6TH ST, MISSION ST,JESSIE ST, MINT PLZ,JESSIE ST, END",37.781428,-122.409288
279,6TH ST,MISSION ST,"6TH ST | MISSION ST | 6TH ST, JESSIE ST,6TH ST, MINNA ST,MISSION ST, MARY ST,MISSION ST, 7TH ST",37.780986,-122.408718
280,6TH ST,MINNA ST,"6TH ST | MINNA ST | 6TH ST, MISSION ST,6TH ST, NATOMA ST,MINNA ST, MARY ST,MINNA ST, RUSS ST",37.780562,-122.408195
281,6TH ST,NATOMA ST,"6TH ST | NATOMA ST | 6TH ST, MINNA ST,6TH ST, HOWARD ST,NATOMA ST, MARY ST,NATOMA ST, RUSS ST",37.780189,-122.407732
282,6TH ST,HOWARD ST,"6TH ST | HOWARD ST | 6TH ST, NATOMA ST,6TH ST, TEHAMA ST,HOWARD ST, MARY ST,HOWARD ST, HARRIET ST",37.779741,-122.407175
283,6TH ST,TEHAMA ST,"6TH ST | TEHAMA ST | 6TH ST, HOWARD ST,6TH ST, CLEMENTINA ST,TEHAMA ST, 5TH ST,TEHAMA ST, 8TH ST",37.779336,-122.406663
284,6TH ST,CLEMENTINA ST,"6TH ST | CLEMENTINA ST | 6TH ST, TEHAMA ST,6TH ST, FOLSOM ST,CLEMENTINA ST, 5TH ST,CLEMENTINA ST, END",37.778956,-122.406180
285,6TH ST,FOLSOM ST,"6TH ST | FOLSOM ST | 6TH ST, CLEMENTINA ST,6TH ST, SHIPLEY ST,FOLSOM ST, FALMOUTH ST,FOLSOM ST, HARRIET ST",37.778524,-122.405634
286,6TH ST,SHIPLEY ST,"6TH ST | SHIPLEY ST | 6TH ST, FOLSOM ST,6TH ST, CLARA ST,SHIPLEY ST, FALMOUTH ST",37.778082,-122.405078
287,6TH ST,CLARA ST,"6TH ST | CLARA ST | 6TH ST, SHIPLEY ST,6TH ST, HARRISON ST,CLARA ST, 5TH ST",37.777716,-122.404620
288,6TH ST,HARRISON ST,"6TH ST | HARRISON ST | 6TH ST, CLARA ST,6TH ST, AHERN WAY,HARRISON ST, MORRIS ST,HARRISON ST, HARRIET ST",37.777288,-122.404080
289,6TH ST,AHERN WAY,"6TH ST | AHERN WAY | 6TH ST, HARRISON ST,6TH ST, BRYANT ST,AHERN WAY, HARRIET ST",37.776729,-122.403386
290,6TH ST,BRYANT ST,"6TH ST | BRYANT ST | 6TH ST, AHERN WAY,6TH ST, BRANNAN ST,BRYANT ST, MORRIS ST,BRYANT ST, HARRIET ST",37.776046,-122.402535
291,6TH ST,BRANNAN ST,"6TH ST | BRANNAN ST | 6TH ST, BRYANT ST,6TH ST, BLUXOME ST,BRANNAN ST, 5TH ST,BRANNAN ST, HARRIET ST",37.774847,-122.400959
292,6TH ST,BLUXOME ST,"6TH ST | BLUXOME ST | 6TH ST, BRANNAN ST,6TH ST, TOWNSEND ST,BLUXOME ST, 5TH ST",37.774193,-122.400136
293,6TH ST,TOWNSEND ST,"6TH ST | TOWNSEND ST | 6TH ST, BLUXOME ST,6TH ST, END,TOWNSEND ST, 5TH ST,TOWNSEND ST, 7TH ST",37.773638,-122.399443
300,7TH AVE,LAKE ST,"7TH AVE | LAKE ST | 7TH AVE, END,7TH AVE, CALIFORNIA ST,LAKE ST, 6TH AVE,LAKE ST, 8TH AVE",37.786630,-122.465768
301,7TH AVE,CALIFORNIA ST,"7TH AVE | CALIFORNIA ST | 7TH AVE, LAKE ST,7TH AVE, CLEMENT ST,CALIFORNIA ST, 6TH AVE,CALIFORNIA ST, 8TH AVE",37.784861,-122.465639
302,7TH AVE,CLEMENT ST,"7TH AVE | CLEMENT ST | 7TH AVE, CALIFORNIA ST,7TH AVE, GEARY BLVD,CLEMENT ST, 6TH AVE,CLEMENT ST, 8TH AVE",37.782904,-122.465486
303,7TH AVE,GEARY BLVD,"7TH AVE | GEARY BLVD | 7TH AVE, CLEMENT ST,7TH AVE, ANZA ST,GEARY BLVD, 6TH AVE,GEARY BLVD, 8TH AVE",37.781037,-122.465356
304,7TH AVE,ANZA ST,"7TH AVE | ANZA ST | 7TH AVE, GEARY BLVD,7TH AVE, BALBOA ST,ANZA ST, 6TH AVE,ANZA ST, 8TH AVE",37.779044,-122.465218
305,7TH AVE,BALBOA ST,"7TH AVE | BALBOA ST | 7TH AVE, ANZA ST,7TH AVE, CABRILLO ST,BALBOA ST, 6TH AVE,BALBOA ST, 8TH AVE",37.777176,-122.465088
306,7TH AVE,CABRILLO ST,"7TH AVE | CABRILLO ST | 7TH AVE, BALBOA ST,7TH AVE, FULTON ST,CABRILLO ST, 6TH AVE,CABRILLO ST, 8TH AVE",37.775318,-122.464942
307,7TH AVE,FULTON ST,"7TH AVE | FULTON ST | 7TH AVE, CABRILLO ST,7TH AVE, LINCOLN WAY,FULTON ST, 6TH AVE,FULTON ST, 8TH AVE",37.773458,-122.464799
308,7TH AVE,LINCOLN WAY,"7TH AVE | LINCOLN WAY | 7TH AVE, FULTON ST,7TH AVE, MARTIN LUTHER KING JR DR,LINCOLN WAY, 6TH AVE,LINCOLN WAY, 8TH AVE",37.765981,-122.464318
309,7TH AVE,MARTIN LUTHER KING JR DR,"7TH AVE | MARTIN LUTHER KING JR DR | 7TH AVE, LINCOLN WAY,7TH AVE, LINCOLN WAY,MARTIN LUTHER KING JR DR, BOWLING GREEN DR,MARTIN LUTHER KING JR DR, 9TH AVE",37.766447,-122.464378
310,7TH AVE,LINCOLN WAY,"7TH AVE | LINCOLN WAY | 7TH AVE, MARTIN LUTHER KING JR DR,7TH AVE, HUGO ST,LINCOLN WAY, 6TH AVE,LINCOLN WAY, 8TH AVE",37.765981,-122.464318
311,7TH AVE,HUGO ST,"7TH AVE | HUGO ST | 7TH AVE, LINCOLN WAY,7TH AVE, IRVING ST,HUGO ST, 6TH AVE",37.765073,-122.464263
312,7TH AVE,IRVING ST,"7TH AVE | IRVING ST | 7TH AVE, HUGO ST,7TH AVE, JUDAH ST,IRVING ST, 6TH AVE,IRVING ST, 8TH AVE",37.764128,-122.464199
313,7TH AVE,JUDAH ST,"7TH AVE | JUDAH ST | 7TH AVE, IRVING ST,7TH AVE, KIRKHAM ST,JUDAH ST, 6TH AVE,JUDAH ST, 8TH AVE",37.762277,-122.464072
314,7TH AVE,KIRKHAM ST,"7TH AVE | KIRKHAM ST | 7TH AVE, JUDAH ST,7TH AVE, LAWTON ST,KIRKHAM ST, 6TH AVE,KIRKHAM ST, 8TH AVE",37.760411,-122.463930
315,7TH AVE,LAWTON ST,"7TH AVE | LAWTON ST | 7TH AVE, KIRKHAM ST,7TH AVE, MORAGA ST,LAWTON ST, 8TH AVE",37.758554,-122.463801
317,7TH AVE,LAGUNA HONDA BLVD,"7TH AVE | LAGUNA HONDA BLVD | 7TH AVE, MORAGA ST,LAGUNA HONDA BLVD, CLARENDON AVE",37.754926,-122.463561
319,7TH ST,STEVENSON ST,"7TH ST | STEVENSON ST | 7TH ST, CHARLES J BRENHAM PL,7TH ST, MISSION ST,STEVENSON ST, 6TH ST,STEVENSON ST, END",37.780001,-122.411954
320,7TH ST,MISSION ST,"7TH ST | MISSION ST | 7TH ST, STEVENSON ST,7TH ST, MINNA ST,MISSION ST, 6TH ST,MISSION ST, ANGELOS ALY",37.779212,-122.410946
321,7TH ST,MINNA ST,"7TH ST | MINNA ST | 7TH ST, MISSION ST,7TH ST, NATOMA ST,MINNA ST, RUSS ST,MINNA ST, JULIA ST",37.778788,-122.410418
322,7TH ST,NATOMA ST,"7TH ST | NATOMA ST | 7TH ST, MINNA ST,7TH ST, HOWARD ST,NATOMA ST, RUSS ST,NATOMA ST, 8TH ST",37.778432,-122.409969
323,7TH ST,HOWARD ST,"7TH ST | HOWARD ST | 7TH ST, NATOMA ST,7TH ST, FOLSOM ST,HOWARD ST, MOSS ST,HOWARD ST, LANGTON ST",37.777991,-122.409398
324,7TH ST,FOLSOM ST,"7TH ST | FOLSOM ST | 7TH ST, HOWARD ST,7TH ST, CLEVELAND ST,FOLSOM ST, MOSS ST,FOLSOM ST, LANGTON ST",37.776767,-122.407855
325,7TH ST,CLEVELAND ST,"7TH ST | CLEVELAND ST | 7TH ST, FOLSOM ST,7TH ST, HARRISON ST,CLEVELAND ST, SHERMAN ST",37.776314,-122.407311
326,7TH ST,HARRISON ST,"7TH ST | HARRISON ST | 7TH ST, CLEVELAND ST,7TH ST, I-80 E OFF RAMP,HARRISON ST, SHERMAN ST,HARRISON ST, I-80 W ON RAMP",37.775521,-122.406324
329,7TH ST,BRYANT ST,"7TH ST | BRYANT ST | 7TH ST, I-80 E OFF RAMP,7TH ST, BRANNAN ST,BRYANT ST, GILBERT ST,BRYANT ST, LANGTON ST",37.774285,-122.404770
330,7TH ST,BRANNAN ST,"7TH ST | BRANNAN ST | 7TH ST, BRYANT ST,7TH ST, TOWNSEND ST,BRANNAN ST, GILBERT ST,BRANNAN ST, 8TH ST",37.773058,-122.403238
